user_id,if_local,gender,checkins_count,photos_count,friends_count
1843987,0,male,1217,235,191
70896754,0,male,2943,28,79
70323629,0,male,246,116,13
330910,0,male,1668,321,25
11141603,0,male,2372,811,201
128414225,0,female,235,6,172
45608388,0,male,1143,165,154
55348179,0,female,2311,4,38
3470517,0,male,8339,776,296
2167806,0,male,6328,244,361
1249216,0,female,3317,43,149
31614804,0,female,1519,47,126
3057999,0,male,4470,116,31
63773063,0,female,281,2,13
33016497,0,male,807,8,243
81446055,0,none,1347,764,18
16845408,0,male,1795,67,24
5205779,0,female,1083,747,323
4593577,0,male,3524,25,260
27118024,0,male,2354,182,55
37946171,0,male,1772,62,71
1773339,0,male,2397,985,85
18305237,0,male,1282,4,96
18074303,0,female,1493,20,62
46655818,0,female,1884,558,542
27139425,0,female,2994,193,70
2279431,0,male,18042,1607,208
37118257,0,male,180,28,4
33609646,0,male,1285,70,15
24513368,0,male,1493,4,426
4810810,0,male,7184,29,47
3659735,0,male,1146,28,52
17907812,0,male,3407,33,113
5077274,0,male,1669,27,143
7966989,0,male,5352,232,67
81987408,0,male,723,33,15
785019,0,none,6406,1715,67
4870595,0,male,2881,267,68
38508898,0,male,1964,14,10
7138994,0,male,2881,1282,27
3057261,0,male,3708,277,283
15277347,0,male,1824,119,76
1980521,0,none,14409,1049,989
4734348,0,male,1143,58,26
9482443,0,male,1115,147,101
22024310,0,male,2667,34,420
49598370,0,male,1400,175,133
11621033,0,male,160,57,10
78646533,0,female,1067,24,133
9724231,0,male,1284,107,87
1841981,0,male,860,11,70
89880933,0,female,3113,41,65
62889363,0,male,342,0,13
83538066,0,male,1831,17,9
83556517,0,male,465,30,68
51451212,0,female,753,3,132
9283031,0,male,25737,3696,48
7415200,0,female,1884,178,44
34946555,0,female,556,23,25
53374180,0,female,956,1778,18
72738200,0,male,710,188,26
758260,0,male,3766,852,66
4823125,0,female,45706,0,618
4157175,0,male,3308,387,32
17605279,0,male,1834,10,83
9803381,0,male,5369,1,79
51584310,0,female,1630,735,23
44496895,0,female,1292,33,39
6242373,0,female,1783,333,94
11015405,0,male,1690,21,90
12563594,0,female,759,94,8
18508551,0,female,1233,204,48
75029744,0,male,9380,578,40
22034540,0,male,531,194,24
6575422,0,none,2546,18,351
38255721,0,male,920,25,71
195662,0,female,3076,61,27
8235521,0,male,5074,98,70
4737050,0,male,5448,579,232
44837726,0,male,2606,45,236
10296044,0,male,392,3,15
59760563,0,female,820,269,13
37477106,0,male,7484,990,216
62056487,0,male,1765,6,79
42531535,0,male,3327,217,492
47081709,0,male,1488,229,258
1108477,0,male,3687,42,177
88123542,0,male,830,40,37
4715607,0,male,990,296,83
1808601,0,male,4554,180,234
35867989,0,female,1536,85,67
36734048,0,female,757,68,18
40110919,0,male,353,40,30
2285058,0,female,3921,591,187
3611170,0,male,1145,29,220
17438844,0,female,948,150,28
38425471,0,male,2684,476,19
7439673,0,male,1801,165,103
69226195,0,female,2290,374,224
24850994,0,female,980,113,114
835885,0,male,8474,533,96
15500196,0,male,204,21,7
19414563,0,male,3517,186,54
8092626,0,male,12054,601,120
9171015,0,female,1022,26,211
58770404,0,female,4273,46,344
2224832,0,male,1303,260,423
8140138,0,female,1170,4,306
64594101,0,female,1496,31,21
12862297,0,female,1456,185,380
5439313,0,male,1314,257,9
40673133,0,male,2063,73,572
114709545,0,male,3918,181,665
12703385,0,male,383,34,37
13349549,0,male,1293,3,117
5993849,0,male,3723,1502,167
40656588,0,male,447,144,22
748845,0,female,1230,585,37
25233660,0,female,3653,386,129
11072547,0,female,1193,153,749
7915204,0,male,5461,27,133
36982874,0,male,5229,1289,6
4249887,0,male,1193,26,54
5799099,0,male,2335,13,10
11799543,0,male,985,150,16
52347190,0,female,1121,58,67
57945630,0,male,4059,2313,747
39887241,0,male,370,17,31
64608031,0,male,1227,101,27
7211568,0,male,2971,896,238
26879861,0,male,1274,3,204
8685823,0,female,1927,681,48
12719233,0,male,2085,9,207
5774666,0,female,5795,156,211
36882408,0,none,2347,15,173
1370595,0,male,9021,3,13
10313512,0,female,3757,772,19
90285,0,male,2925,21,76
10891947,0,female,4142,16,125
40717392,0,male,666,10,114
68166410,0,male,536,19,95
12528046,0,male,2611,22,65
40827276,0,female,2454,934,102
15004751,0,male,17209,1667,371
1405335,0,female,2395,7,111
55097169,0,male,305,42,28
20215358,0,male,4369,185,81
1042707,0,male,2845,85,217
14236153,0,male,4217,1,4
29070783,0,female,3477,77,13
86817670,0,male,1466,37,22
7055005,0,male,3467,236,138
55245469,0,male,542,13,12
17916872,0,female,2542,26,71
66505,0,male,2849,285,282
86276802,0,male,328,19,98
5846033,0,female,2682,11,124
3255896,0,male,1428,165,38
5899514,0,male,10311,1705,612
14311985,0,male,3588,456,165
2778367,0,male,697,413,20
45510290,0,female,1562,32,107
170286,0,female,2238,126,31
15197088,0,female,1992,46,26
1561262,0,female,2567,518,186
80409137,0,male,202,10,16
2651498,0,male,2489,85,139
52200616,0,female,807,147,52
56403127,0,male,378,47,30
5068062,0,female,1909,623,104
3842346,0,male,534,24,26
11271511,0,female,2309,119,88
6396147,0,male,3100,8,48
86215795,0,female,181,156,41
53845686,0,male,2151,24,13
81480070,0,male,1609,193,16
463254,0,male,6079,144,359
20360089,0,female,4601,16,23
8426873,0,male,2256,7,57
16398639,0,male,2993,94,72
452736,0,male,5863,72,172
50337501,0,male,594,50,11
20885445,0,female,3666,713,101
6974045,0,male,9306,779,45
32528710,0,female,905,167,113
10901244,0,male,1456,34,31
41356567,0,male,702,17,47
21201559,0,male,1555,153,50
47365308,0,male,1015,92,182
937192,0,male,2595,18,43
57765273,0,male,274,21,212
696864,0,male,4066,12,56
49406668,0,male,11757,111,9
43350589,0,female,1038,83,199
20914082,0,male,1039,51,15
75077284,0,male,571,185,38
4228998,0,female,419,15,21
2638487,0,female,2630,26,307
20944723,0,male,520,238,5
